This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200205,    655.47,   2828.42,   6785.04,    503.54,   1532.24,   2634.59,   5631.39,   6991.83,    387.60,    812.71,   1356.80,   1731.39,   2756.57,   2490.88,   4854.55,   6424.03,   8391.79,   5519.38
200206,    638.51,   2796.33,   6783.23,    488.52,   1497.04,   2609.87,   5616.97,   6979.87,    375.24,    791.36,   1331.01,   1685.26,   2721.41,   2477.30,   4817.39,   6438.45,   8236.02,   5642.67
200207,    699.75,   2521.60,   6242.94,    622.88,   1409.87,   2133.79,   4377.25,   7497.52,    473.64,   1115.39,   1045.49,   1785.24,   1926.87,   2364.59,   4541.42,   4208.82,   8448.84,   6594.32
200208,    629.30,   2278.00,   5902.15,    562.01,   1263.69,   1936.78,   3988.44,   7139.75,    421.15,   1023.96,    927.52,   1610.03,   1801.61,   2087.60,   4091.72,   3882.46,   8097.29,   6230.65
200209,    636.46,   2315.91,   5899.46,    570.82,   1267.04,   1948.44,   4080.29,   7113.31,    433.46,   1015.70,    925.82,   1617.86,   1789.21,   2125.70,   4232.12,   3923.99,   7962.28,   6310.77
200210,    573.76,   2077.05,   5320.45,    515.88,   1143.24,   1747.20,   3689.32,   6384.85,    403.63,    875.08,    825.61,   1469.84,   1593.34,   1918.06,   3774.57,   3602.12,   7140.13,   5665.39
200211,    619.40,   2276.53,   5701.40,    557.53,   1248.21,   1927.40,   3951.29,   6867.93,    436.30,    942.12,    885.76,   1621.73,   1717.00,   2161.75,   4089.32,   3809.63,   7566.92,   6199.46
200212,    701.97,   2416.54,   5931.26,    639.12,   1353.67,   2084.87,   4060.36,   7183.50,    498.40,   1076.58,    968.42,   1751.57,   1878.92,   2314.28,   4211.04,   3906.21,   7865.58,   6528.69
200301,    644.19,   2253.34,   5743.42,    580.01,   1260.39,   1928.18,   3921.53,   6919.24,    450.45,    982.48,    914.46,   1616.20,   1721.08,   2158.35,   4000.47,   3841.01,   7533.55,   6332.09
200302,    645.79,   2162.23,   5610.09,    581.71,   1215.15,   1859.09,   3814.33,   6753.84,    445.48,    998.67,    912.67,   1524.94,   1678.32,   2060.00,   3860.75,   3767.15,   7292.30,   6239.27
200303,    637.15,   2144.92,   5506.01,    576.69,   1177.52,   1857.73,   3776.01,   6621.93,    437.30,    993.12,    885.53,   1477.29,   1674.22,   2061.80,   3839.92,   3710.83,   7170.95,   6093.08
200304,    642.09,   2131.21,   5607.42,    582.94,   1177.60,   1792.68,   3866.80,   6729.85,    446.60,    987.65,    882.89,   1479.52,   1523.32,   2090.71,   3925.23,   3807.00,   7287.85,   6185.67
200305,    723.47,   2334.14,   5991.59,    660.65,   1307.56,   1934.23,   4163.01,   7244.68,    515.41,   1086.21,    977.89,   1646.13,   1660.02,   2238.57,   4333.13,   3990.04,   7895.37,   6610.17
200306,    814.85,   2464.04,   6281.69,    750.21,   1400.16,   2051.90,   4371.68,   7583.63,    590.21,   1213.44,   1073.86,   1736.05,   1805.47,   2325.40,   4551.68,   4188.02,   8229.77,   6953.59
200307,   1026.36,   2435.21,   5621.76,    863.89,   1551.78,   2658.94,   3712.47,   6397.63,    485.75,   1884.24,   1768.64,   1334.39,   1933.11,   3386.69,   3268.21,   4207.08,   7050.19,   5698.12
200308,   1087.93,   2532.54,   5652.77,    906.15,   1656.52,   2776.46,   3809.49,   6394.78,    516.04,   1943.33,   1915.58,   1397.47,   2031.05,   3515.97,   3365.01,   4303.19,   7015.91,   5726.06
200309,   1128.56,   2623.58,   5721.78,    950.43,   1711.72,   2860.31,   3922.95,   6434.89,    550.25,   2009.61,   1938.14,   1486.42,   2036.50,   3679.76,   3472.28,   4425.21,   7023.77,   5795.99
200310,   1107.43,   2594.57,   5733.67,    928.87,   1685.54,   2856.09,   3857.71,   6467.33,    546.29,   1938.05,   1914.48,   1457.74,   2041.24,   3666.63,   3379.50,   4396.10,   7021.14,   5861.61
200311,   1200.40,   2783.91,   6014.67,   1012.91,   1834.19,   3028.64,   4075.26,   6804.41,    601.87,   2089.91,   2050.99,   1617.94,   2198.22,   3854.64,   3624.31,   4582.96,   7330.08,   6226.99
200312,   1234.78,   2814.64,   6133.71,   1041.31,   1875.87,   3072.20,   4111.62,   6952.04,    616.28,   2152.80,   2108.59,   1643.74,   2230.97,   3908.91,   3629.50,   4656.26,   7408.63,   6450.15
200401,   1300.49,   2932.03,   6442.36,   1082.98,   2008.70,   3223.71,   4260.26,   7308.64,    634.07,   2254.92,   2290.84,   1730.16,   2328.95,   4120.89,   3709.49,   4878.94,   7762.41,   6805.85
200402,   1363.16,   2981.74,   6549.63,   1138.95,   2085.77,   3259.07,   4369.21,   7394.70,    685.56,   2323.37,   2383.44,   1791.15,   2365.20,   4160.28,   3777.13,   5030.23,   7851.64,   6892.06
200403,   1372.69,   3063.05,   6644.59,   1138.97,   2148.58,   3302.68,   4485.03,   7513.19,    676.12,   2343.52,   2434.49,   1865.62,   2422.31,   4192.72,   3949.17,   5083.50,   7947.84,   7031.23
200404,   1346.08,   3019.88,   6579.13,   1106.49,   2148.36,   3211.07,   4471.28,   7428.24,    646.13,   2300.55,   2430.82,   1867.37,   2439.41,   3991.27,   3953.89,   5051.33,   7840.29,   6972.82
200405,   1303.84,   2956.73,   6584.80,   1064.93,   2091.53,   3165.66,   4379.32,   7494.38,    612.48,   2237.33,   2389.39,   1796.02,   2337.55,   4005.33,   3861.50,   4954.48,   7949.11,   6991.59
200406,   1337.35,   3014.70,   6641.45,   1092.31,   2149.91,   3231.76,   4459.42,   7514.59,    629.48,   2285.94,   2448.16,   1854.03,   2347.10,   4128.87,   3900.78,   5080.13,   8014.65,   6963.51
200407,   1135.34,   3267.52,   6781.93,    891.76,   2327.38,   3397.81,   5180.02,   6890.51,    670.49,   1534.67,   2119.07,   2565.45,   3362.25,   3433.37,   3813.32,   6598.13,   8989.45,   5121.10
200408,   1054.74,   3164.38,   6623.31,    823.09,   2204.77,   3278.76,   5111.14,   6685.79,    606.81,   1453.66,   1984.53,   2455.90,   3251.22,   3306.31,   3756.76,   6516.95,   8776.41,   4911.28
200409,   1042.07,   3179.21,   6688.53,    806.24,   2211.93,   3304.72,   5112.89,   6786.51,    592.26,   1430.05,   1986.43,   2468.47,   3182.21,   3427.94,   3756.03,   6521.60,   8935.04,   4971.36
200410,   1070.55,   3229.22,   6769.26,    843.22,   2229.98,   3319.35,   5251.27,   6822.22,    618.69,   1497.12,   1982.48,   2511.91,   3245.10,   3393.61,   3880.09,   6679.41,   8983.16,   5012.71
200411,   1104.16,   3271.92,   6887.57,    879.35,   2251.23,   3363.97,   5372.13,   6901.52,    646.24,   1557.53,   1999.23,   2538.38,   3326.55,   3401.62,   3940.20,   6863.91,   9127.19,   5046.79
200412,   1171.72,   3386.59,   7201.48,    940.72,   2361.32,   3454.18,   5556.16,   7266.82,    698.39,   1650.97,   2088.20,   2670.37,   3395.49,   3513.22,   4088.17,   7090.67,   9452.68,   5433.76
200501,   1228.93,   3510.18,   7494.66,    986.01,   2477.99,   3563.32,   5744.16,   7582.24,    738.62,   1710.95,   2190.40,   2807.08,   3486.73,   3639.91,   4216.92,   7346.02,   9840.94,   5697.35
200502,   1171.55,   3450.67,   7392.63,    940.83,   2380.78,   3502.56,   5670.45,   7474.81,    697.98,   1655.14,   2080.94,   2724.96,   3434.38,   3570.32,   4182.09,   7252.15,   9683.35,   5640.85
200503,   1183.45,   3511.83,   7622.43,    941.87,   2453.22,   3537.09,   5883.98,   7621.94,    700.60,   1652.00,   2138.34,   2816.14,   3442.15,   3631.75,   4252.72,   7623.27,   9915.72,   5704.99
200504,   1166.04,   3479.88,   7474.76,    922.86,   2404.99,   3505.44,   5800.43,   7522.47,    678.68,   1644.35,   2125.47,   2728.28,   3442.79,   3567.34,   4287.30,   7393.72,   9781.77,   5627.56
200505,   1131.31,   3444.37,   7314.04,    893.40,   2329.25,   3491.76,   5718.76,   7354.15,    651.64,   1609.37,   2060.32,   2642.87,   3412.27,   3569.81,   4264.53,   7245.71,   9618.93,   5455.96
200506,   1202.11,   3570.34,   7558.07,    948.75,   2469.03,   3600.36,   5915.38,   7577.13,    697.91,   1686.14,   2190.70,   2794.92,   3546.26,   3653.63,   4386.92,   7525.63,   9768.83,   5726.89
200507,   1283.23,   3647.49,   6992.89,    914.89,   3198.58,   3194.10,   5659.91,   7090.74,    516.79,   2039.87,   2803.57,   3666.28,   3207.12,   3181.08,   4632.69,   6817.29,  10315.66,   4427.65
200508,   1358.61,   3786.23,   7239.86,    967.45,   3343.20,   3355.35,   5852.11,   7299.93,    557.55,   2119.07,   2963.39,   3793.31,   3403.58,   3307.11,   4731.89,   7131.80,  10496.14,   4645.84
200509,   1367.99,   3741.43,   7138.98,    970.72,   3341.10,   3332.21,   5706.72,   7261.72,    559.01,   2126.95,   2998.07,   3744.79,   3415.85,   3248.33,   4642.23,   6919.05,  10496.30,   4556.65
200510,   1385.48,   3782.79,   7160.35,    986.73,   3357.14,   3403.18,   5724.59,   7284.10,    577.69,   2121.15,   3014.33,   3759.79,   3494.02,   3311.84,   4651.65,   6939.59,  10726.41,   4409.34
200511,   1382.38,   3731.15,   6994.04,    982.27,   3356.35,   3329.35,   5662.15,   7047.91,    565.55,   2131.90,   2999.82,   3776.25,   3430.97,   3226.88,   4575.19,   6897.84,  10349.40,   4260.78
200512,   1457.42,   3890.25,   7214.51,   1029.97,   3537.21,   3478.41,   5856.70,   7252.42,    594.89,   2228.13,   3172.30,   3966.15,   3612.11,   3343.95,   4718.84,   7146.83,  10656.81,   4403.09
200601,   1459.86,   3929.22,   7156.98,   1042.89,   3529.33,   3500.10,   5879.23,   7192.60,    612.10,   2237.28,   3130.70,   3994.76,   3633.67,   3366.52,   4805.32,   7093.56,  10571.52,   4378.88
200602,   1531.92,   4055.14,   7402.25,   1092.58,   3642.89,   3633.26,   6046.08,   7504.87,    650.39,   2312.10,   3298.85,   4040.89,   3759.59,   3508.35,   5005.12,   7219.93,  10995.08,   4566.42
200603,   1528.33,   4091.24,   7407.75,   1086.34,   3658.39,   3651.00,   6119.94,   7476.63,    649.74,   2297.25,   3293.08,   4083.39,   3756.21,   3546.68,   5079.80,   7285.93,  10997.03,   4540.80
200604,   1558.72,   4166.80,   7508.16,   1108.14,   3738.17,   3765.45,   6149.25,   7570.52,    664.39,   2331.49,   3358.85,   4178.74,   3857.78,   3673.91,   5044.26,   7397.33,  11072.32,   4641.52
200605,   1550.75,   4243.46,   7624.58,   1107.67,   3747.27,   3831.35,   6204.77,   7743.28,    640.33,   2387.99,   3309.00,   4259.41,   3908.11,   3755.03,   5139.38,   7412.99,  11361.82,   4693.95
200606,   1499.55,   4094.90,   7474.50,   1073.30,   3637.25,   3680.34,   6021.88,   7604.20,    602.04,   2358.67,   3185.75,   4165.08,   3753.12,   3607.56,   4941.29,   7244.45,  11194.87,   4584.78
200607,   1396.82,   3905.75,   7876.26,    995.28,   2684.78,   4452.65,   7323.48,   6791.75,    507.22,   2430.23,   3279.52,   2148.10,   3753.69,   5216.78,   5115.17,   9626.53,   8890.85,   4735.14
200608,   1370.97,   3909.70,   7907.49,    979.12,   2631.93,   4461.38,   7352.20,   6819.87,    490.71,   2426.79,   3204.47,   2116.77,   3707.12,   5288.62,   5152.22,   9654.17,   9081.74,   4622.37
200609,   1426.57,   3996.03,   8093.50,   1018.49,   2714.97,   4561.11,   7555.83,   6939.71,    514.59,   2506.39,   3331.26,   2160.60,   3805.73,   5387.37,   5270.97,   9954.92,   9182.90,   4769.46
200610,   1456.31,   4110.59,   8292.20,   1038.98,   2781.88,   4694.08,   7838.59,   7010.50,    518.83,   2571.17,   3407.63,   2222.17,   3957.27,   5505.52,   5432.05,  10349.76,   9235.21,   4858.74
200611,   1517.40,   4249.72,   8611.00,   1096.23,   2883.79,   4871.09,   8032.63,   7332.44,    543.67,   2729.94,   3500.77,   2335.36,   4114.53,   5702.30,   5523.40,  10660.15,   9723.18,   5001.22
200612,   1558.51,   4314.93,   8842.97,   1126.99,   2952.06,   4944.06,   8130.46,   7635.98,    558.05,   2814.12,   3610.05,   2372.52,   4208.14,   5750.64,   5609.75,  10753.02,  10212.06,   5124.84
200701,   1591.17,   4356.28,   8958.77,   1152.63,   3012.89,   4982.28,   8229.30,   7706.19,    566.85,   2873.35,   3680.66,   2430.02,   4315.33,   5716.36,   5641.91,  10939.88,  10375.87,   5115.71
200702,   1626.14,   4453.21,   9143.82,   1176.33,   3084.43,   5087.84,   8419.41,   7856.72,    581.77,   2921.21,   3771.02,   2487.25,   4369.39,   5876.69,   5780.12,  11166.42,  10490.21,   5290.77
200703,   1601.87,   4382.78,   8973.45,   1158.62,   3053.09,   4971.32,   8263.32,   7758.91,    573.39,   2878.58,   3714.87,   2479.33,   4315.21,   5685.27,   5736.78,  10876.08,  10220.78,   5329.01
200704,   1627.15,   4447.58,   9117.00,   1176.46,   3105.77,   5046.13,   8351.11,   7914.02,    583.13,   2922.56,   3771.84,   2530.60,   4430.85,   5711.63,   5792.70,  11006.24,  10431.03,   5429.83
200705,   1684.86,   4630.35,   9590.63,   1215.35,   3210.76,   5281.44,   8747.76,   8325.90,    599.30,   3022.24,   3902.88,   2607.11,   4598.90,   6027.53,   6008.49,  11581.82,  10995.61,   5714.22
200706,   1739.20,   4803.51,  10007.37,   1243.19,   3354.62,   5476.67,   9047.02,   8766.00,    608.61,   3105.56,   4094.88,   2715.05,   4833.18,   6182.94,   6230.73,  11951.32,  11595.33,   5998.71
200707,   1502.01,   4991.49,   9366.25,   1154.22,   3297.84,   5464.41,   8072.22,   8660.75,    610.76,   2911.77,   3111.55,   3491.63,   3972.95,   6983.83,   5830.19,  10648.00,   8671.73,   8649.00
200708,   1443.46,   4835.42,   9118.75,   1104.25,   3181.99,   5299.17,   7794.71,   8492.47,    593.67,   2762.14,   3011.95,   3359.92,   3891.71,   6737.70,   5644.67,  10256.59,   8441.74,   8546.72
200709,   1453.46,   4955.27,   9215.07,   1103.78,   3284.99,   5404.94,   7939.84,   8544.96,    603.98,   2732.38,   3088.70,   3489.98,   3967.63,   6869.54,   5767.64,  10448.81,   8560.87,   8528.00
200710,   1510.42,   5098.98,   9591.52,   1148.53,   3377.02,   5571.03,   8225.76,   8925.50,    630.57,   2836.29,   3204.42,   3556.85,   4173.71,   7004.06,   5961.82,  10816.92,   8978.00,   8869.54
200711,   1535.03,   5201.10,   9921.45,   1165.78,   3417.25,   5739.50,   8339.68,   9318.35,    643.69,   2867.43,   3270.56,   3569.33,   4473.80,   7037.66,   6011.31,  11025.56,   9563.89,   9056.45
200712,   1455.18,   4926.48,   9656.89,   1081.60,   3259.12,   5497.56,   8075.58,   8984.88,    598.93,   2641.02,   3205.03,   3314.75,   4382.85,   6633.78,   5652.24,  10883.57,   9282.25,   8666.07
200801,   1442.08,   4846.47,   9729.50,   1070.39,   3224.93,   5427.48,   8005.93,   9095.69,    588.39,   2625.78,   3172.88,   3278.61,   4447.18,   6426.88,   5508.78,  10891.07,   9446.09,   8720.05
200802,   1351.43,   4543.04,   9246.91,    991.42,   3042.97,   5069.13,   7677.40,   8552.33,    532.70,   2481.10,   3038.19,   3047.86,   3953.94,   6209.83,   5229.82,  10516.59,   8934.38,   8144.35
200803,   1332.03,   4312.86,   9102.43,    966.63,   2955.32,   4820.18,   7395.00,   8493.19,    517.91,   2415.55,   3023.63,   2884.85,   3792.75,   5881.63,   4954.58,  10216.12,   8785.39,   8181.15
200804,   1334.65,   4272.49,   9104.68,    974.07,   2871.31,   4875.37,   7324.00,   8508.63,    510.26,   2455.64,   3005.17,   2735.15,   3824.07,   5965.07,   4846.90,  10189.07,   8874.14,   8121.53
200805,   1394.58,   4473.47,   9590.04,   1023.69,   2991.69,   5086.56,   7680.27,   8981.87,    544.78,   2548.50,   3091.41,   2890.55,   4095.75,   6113.70,   5085.49,  10693.56,   9247.75,   8698.92
200806,   1446.11,   4523.74,   9840.80,   1063.85,   3042.24,   5164.10,   7771.29,   9284.81,    567.77,   2631.76,   3185.22,   2895.95,   4290.06,   6067.47,   5126.29,  10842.93,   9582.64,   8963.44
200807,   1101.32,   4327.14,   8486.47,    787.85,   2345.06,   3681.22,   8768.43,   8295.99,    525.40,   1393.27,   2515.58,   2163.76,   2659.91,   4924.10,   8695.01,   8853.16,   9808.13,   6847.92
200808,   1103.46,   4359.02,   8354.23,    796.82,   2350.45,   3758.62,   8797.83,   7993.25,    528.91,   1411.92,   2478.92,   2214.18,   2810.46,   4909.96,   8580.83,   9050.38,   9186.51,   6865.73
200809,   1118.89,   4429.25,   8505.40,    805.66,   2370.17,   3815.08,   9008.59,   8116.33,    540.54,   1411.49,   2506.07,   2225.63,   2829.89,   5012.10,   8795.32,   9254.12,   9312.70,   6981.05
200810,    987.96,   4057.17,   7793.81,    690.65,   2150.45,   3560.38,   8255.16,   7391.66,    489.75,   1146.27,   2311.69,   1982.08,   2671.96,   4634.40,   7982.47,   8569.27,   8470.51,   6372.49
200811,    782.39,   3363.60,   6537.64,    519.85,   1758.06,   2947.46,   7027.99,   6094.27,    364.51,    869.00,   1945.65,   1562.13,   2090.81,   3981.34,   6714.73,   7388.83,   7119.15,   5117.77
200812,    679.71,   3092.57,   6210.09,    440.78,   1584.07,   2651.52,   6615.67,   5835.33,    301.39,    754.49,   1729.72,   1431.92,   1813.36,   3663.70,   6342.82,   6927.84,   7059.66,   4674.33
200901,    686.14,   3132.93,   6326.62,    450.95,   1627.07,   2663.41,   6778.51,   5853.67,    292.14,    808.33,   1725.46,   1525.09,   1807.83,   3693.65,   6378.58,   7236.30,   6978.23,   4787.28
200902,    639.37,   2800.25,   5945.29,    418.90,   1510.71,   2367.16,   6205.57,   5480.54,    270.96,    747.19,   1607.52,   1410.07,   1533.86,   3364.81,   5652.04,   6839.18,   6511.94,   4502.49
200903,    573.11,   2507.74,   5253.14,    375.09,   1341.73,   2084.23,   5434.70,   5002.28,    240.62,    671.89,   1435.56,   1244.44,   1319.79,   3005.81,   5172.00,   5735.57,   5842.68,   4205.53
200904,    640.79,   2736.61,   5672.26,    434.37,   1444.64,   2266.19,   5920.12,   5386.90,    282.87,    762.70,   1529.28,   1357.13,   1491.58,   3195.18,   5657.67,   6223.30,   6221.02,   4596.30
200905,    728.33,   3038.94,   6132.80,    503.77,   1597.56,   2544.93,   6384.50,   5894.54,    328.04,    880.47,   1686.41,   1505.41,   1743.12,   3509.92,   6205.00,   6591.85,   6721.98,   5106.84
200906,    777.70,   3166.64,   6468.52,    550.46,   1658.66,   2657.17,   6728.17,   6156.52,    355.48,    961.43,   1732.21,   1582.39,   1825.14,   3652.69,   6431.57,   7072.28,   7044.40,   5311.29
200907,    973.65,   3132.08,   6563.41,    674.79,   1899.81,   2997.11,   5843.11,   6839.69,    445.58,    968.49,   2095.96,   1662.53,   1973.44,   4053.11,   5630.19,   6059.69,   6099.79,   7611.76
200908,   1058.56,   3423.32,   6963.76,    735.27,   2065.12,   3264.04,   6284.59,   7271.88,    494.98,   1038.31,   2261.87,   1827.09,   2149.97,   4413.30,   6167.86,   6403.32,   6530.98,   8048.74
200909,   1140.76,   3522.06,   7070.14,    783.23,   2195.21,   3352.44,   6433.67,   7385.17,    544.67,   1081.53,   2467.60,   1866.29,   2226.33,   4506.21,   6371.30,   6497.11,   6647.78,   8158.35
